participantID,hours
02581754-36cd-4b23-85ea-bf995c6dec83,10.294791666666667
0271c478-a56a-4c09-ab91-9743184dd71b,11.579861111111109
02b7a595-6508-46bd-8239-6deb433d6290,12.21875
05dedb61-63bc-44e3-8e28-a5d32d91f7e9,12.948958333333334
06b33ec4-706d-462f-a681-05491be38eb3,10.38823529411765
0a85fd46-fada-434c-9f7a-08b81f9ed8e7,9.937356321839081
0adb7679-9d26-46e7-a134-11da293910f3,12.704545454545457
0b45e9c1-eba5-46d3-b0a4-cdb5aa4dc736,9.090476190476188
0bf54591-e0ac-47ba-9b43-31ff54dfcee8,13.071929824561403
0e33f78a-7064-44ff-a8a4-711f99113d39,10.940277777777778
0e615090-ca26-4635-9590-f6e6cde1094f,13.599074074074075
0ec84778-1a98-4cd7-aa11-05997ddadd52,10.666666666666668
113be918-e2d0-443c-830d-fd0964042b9d,7.895833333333333
11ee71b5-e66b-4da3-8458-fc4db17d875a,12.515972222222222
132c620a-fa7c-4f95-8dbf-9edc6f973336,7.955102040816326
13c66354-c2ce-4471-974d-0fd776a8a1bb,7.880555555555556
14121de2-f38e-4906-9fbe-b613549623fd,7.171212121212121
14eb688e-385b-4d6c-8cc1-0d51d89f4b2a,8.134895833333333
1586a0ff-0e95-4b1d-a2bd-97863a02811b,8.779166666666669
16213162-1d73-4155-8103-fa668f1579b6,12.364583333333334
16812063-e5df-4657-b86c-5b55a0c9ffe6,11.99
18159216-429a-4921-ab5f-7e751b5fdaad,13.250666666666666
19097e81-ae0b-4ef1-b5aa-84350c2feeb9,11.002150537634408
1b1bcdb5-00eb-4a8c-8c05-a70d678ca0f8,
1d356286-db62-4eaa-a4ef-3ba004e06843,8.632456140350875
20aa0d7b-c28d-43f1-a79c-c77a671b9d05,8.905208333333334
218a0ad7-4922-4c84-a41f-1b7abbfb72f7,10.466666666666667
21e4864a-7534-467b-9b55-2ec244a98037,14.133333333333335
235be35e-4e50-4996-80d7-ce701d2dca4b,11.457407407407409
23a4808f-4429-41d7-adcf-c96742871613,11.84047619047619
24166136-6ee3-4521-abaf-972fbe83d15d,11.11923076923077
24e975f6-80e9-4489-afed-d7f93e499aeb,7.826984126984128
29d662a9-f454-4261-8d58-f208c07cfd20,9.626960784313725
29e729f1-575c-4627-bf5a-e7bc28fdda26,9.1625
2a3ed8d1-f62c-42b5-8efe-44f6a61cd6b4,8.247727272727271
2a8f6d94-88d4-4d72-b304-782563903dca,11.783333333333333
2aae82c5-03f9-42dd-974d-88230a9b75f7,12.908333333333331
2b0a7c5a-98f9-4512-a297-3ae27e805b71,11.2679012345679
2d05ec74-7279-4b26-b3ec-d3a2e414ba43,11.572222222222223
2db06051-769a-4daa-8e8e-3d3e6f9c5a17,11.241666666666667
2ec7547d-bd0a-4fbf-92a8-3a4e747a53f9,10.970114942528737
300a4242-7c38-4d7a-8911-2914ef452ab3,12.305555555555554
30141090-2743-49fb-94e0-25bfa783bcfd,11.850641025641023
32de9693-b5b6-4292-addd-2acbce93d8db,11.796969696969699
333a79d3-374a-43e5-8bfe-0f14e65b3db7,8.080263157894738
34c508d4-cbc4-46a4-8a71-890fb3d36724,13.034722222222223
36d8aa27-272b-460f-8f2c-13d22f7150a5,11.514583333333334
3a3fbad0-dca2-4c2b-82fb-0f6574b0bc0c,12.310185185185183
3a442eb1-e680-40ce-afcb-e718c4f1eb09,7.351666666666666
3a62899e-082a-4638-ab8b-b49f1ce12a20,10.925555555555556
3bdb1a29-023b-4fb5-8f49-6d285446179d,11.433333333333334
3cc3da4a-9b07-4215-ad8c-7ef222571856,11.064743589743593
3cd6a70c-1102-4097-b846-d42e975e901c,9.557070707070707
3cd9d6ee-2d46-46f3-928a-109147d08549,7.314814814814814
41f2fcc5-e1a6-42d0-9b51-68682d173e6f,
425f3be7-a142-4256-af48-25ecedd8c425,12.517391304347827
43d50656-b760-4700-8ff1-da45f17bba09,12.201754385964911
4720363c-e587-4dcf-bc00-1b3bb42e7dc8,7.9818181818181815
481aca07-ac33-4f38-98b7-3405dc3d60dc,9.955882352941174
49a44e13-111a-4f8d-b4ea-5d3476cb83a3,12.482051282051284
4b5a5d57-0ad9-49fc-913f-d9e33b90b159,10.628260869565219
4b8d9e5c-1e51-4a1d-81c9-b3911f623c08,12.12348484848485
4e471779-ecbc-4b5a-b6b0-fcbfc9479faa,
4e541136-0db1-4749-b4c1-8dc03df3d4a5,8.696341463414633
